lang,version,book_name,book_abbr,chapter_num,verse_num,verse_text
eng,ASV,2 Corinthians,2CO,11,22,Are they Hebrews? so am I. Are they Israelites? so am I. Are they the seed of Abraham? so am I.
eng,ASV,2 Corinthians,2CO,11,23,"Are they ministers of Christ? (I speak as one beside himself) I more; in labors more abundantly, in prisons more abundantly, in stripes above measure, in deaths oft."
eng,ASV,2 Corinthians,2CO,11,24,Of the Jews five times received I forty stripes save one.
eng,ASV,2 Corinthians,2CO,11,25,"Thrice was I beaten with rods, once was I stoned, thrice I suffered shipwreck, a night and a day have I been in the deep;"
eng,ASV,2 Corinthians,2CO,11,26,"in journeyings often, in perils of rivers, in perils of robbers, in perils from my countrymen, in perils from the Gentiles, in perils in the city, in perils in the wilderness, in perils in the sea, in perils among false brethren;"
eng,ASV,2 Corinthians,2CO,11,27,"in labor and travail, in watchings often, in hunger and thirst, in fastings often, in cold and nakedness."
eng,ASV,2 Corinthians,2CO,11,28,"Besides those things that are without, there is that which presseth upon me daily, anxiety for all the churches."
eng,ASV,2 Corinthians,2CO,11,29,"Who is weak, and I am not weak? who is caused to stumble, and I burn not?"
eng,ASV,2 Corinthians,2CO,11,30,"If I must needs glory, I will glory of the things that concern my weakness."
eng,ASV,2 Corinthians,2CO,11,31,"The God and Father of the Lord Jesus, he who is blessed for evermore knoweth that I lie not."
eng,ASV,2 Corinthians,2CO,11,32,In Damascus the governor under Aretas the king guarded the city of the Damascenes in order to take me:
eng,ASV,2 Corinthians,2CO,11,33,"and through a window was I let down in a basket by the wall, and escaped his hands."
eng,ASV,2 Corinthians,2CO,12,1,"I must needs glory, though it is not expedient; but I will come to visions and revelations of the Lord."
eng,ASV,2 Corinthians,2CO,12,2,"I know a man in Christ, fourteen years ago (whether in the body, I know not; or whether out of the body, I know not; God knoweth), such a one caught up even to the third heaven."
eng,ASV,2 Corinthians,2CO,12,3,"And I know such a man (whether in the body, or apart from the body, I know not; God knoweth),"
eng,ASV,2 Corinthians,2CO,12,4,"how that he was caught up into Paradise, and heard unspeakable words, which it is not lawful for a man to utter."
eng,ASV,2 Corinthians,2CO,12,5,"On behalf of such a one will I glory: but on mine own behalf I will not glory, save in my weaknesses."
eng,ASV,2 Corinthians,2CO,12,6,"For if I should desire to glory, I shall not be foolish; for I shall speak the truth: but I forbear, lest any man should account of me above that which he seeth me to be, or heareth from me."
eng,ASV,2 Corinthians,2CO,12,7,"And by reason of the exceeding greatness of the revelations, that I should not be exalted overmuch, there was given to me a thorn in the flesh, a messenger of Satan to buffet me, that I should not be exalted overmuch."
eng,ASV,2 Corinthians,2CO,12,8,"Concerning this thing I besought the Lord thrice, that it might depart from me."
eng,ASV,2 Corinthians,2CO,12,9,"And he hath said unto me, My grace is sufficient for thee: for my power is made perfect in weakness. Most gladly therefore will I rather glory in my weaknesses, that the power of Christ may rest upon me."
eng,ASV,2 Corinthians,2CO,12,10,"Wherefore I take pleasure in weaknesses, in injuries, in necessities, in persecutions, in distresses, for Christ’s sake: for when I am weak, then am I strong. "
eng,ASV,2 Corinthians,2CO,12,11,"I am become foolish: ye compelled me; for I ought to have been commended of you: for in nothing was I behind the very chiefest apostles, though I am nothing."
eng,ASV,2 Corinthians,2CO,12,12,"Truly the signs of an apostle were wrought among you in all patience, by signs and wonders and mighty works."
eng,ASV,2 Corinthians,2CO,12,13,"For what is there wherein ye were made inferior to the rest of the churches, except it be that I myself was not a burden to you? forgive me this wrong. "
eng,ASV,2 Corinthians,2CO,12,14,"Behold, this is the third time I am ready to come to you; and I will not be a burden to you: for I seek not yours, but you: for the children ought not to lay up for the parents, but the parents for the children."
eng,ASV,2 Corinthians,2CO,12,15,"And I will most gladly spend and be spent for your souls. If I love you more abundantly, am I loved the less?"
eng,ASV,2 Corinthians,2CO,12,16,"But be it so, I did not myself burden you; but, being crafty, I caught you with guile."
eng,ASV,2 Corinthians,2CO,12,17,Did I take advantage of you by any one of them whom I have sent unto you?
eng,ASV,2 Corinthians,2CO,12,18,"I exhorted Titus, and I sent the brother with him. Did Titus take any advantage of you? walked we not in the same spirit? walked we not in the same steps? "
eng,ASV,2 Corinthians,2CO,12,19,"Ye think all this time that we are excusing ourselves unto you. In the sight of God speak we in Christ. But all things, beloved, are for your edifying."
eng,ASV,2 Corinthians,2CO,12,20,"For I fear, lest by any means, when I come, I should find you not such as I would, and should myself be found of you such as ye would not; lest by any means there should be strife, jealousy, wraths, factions, backbitings, whisperings, swellings, tumults;"
eng,ASV,2 Corinthians,2CO,12,21,"lest again when I come my God should humble me before you, and I should mourn for many of them that have sinned heretofore, and repented not of the uncleanness and fornication and lasciviousness which they committed."
eng,ASV,2 Corinthians,2CO,13,1,This is the third time I am coming to you. At the mouth of two witnesses or three shall every word be established.
eng,ASV,2 Corinthians,2CO,13,2,"I have said beforehand, and I do say beforehand, as when I was present the second time, so now, being absent, to them that have sinned heretofore, and to all the rest, that, if I come again, I will not spare;"
eng,ASV,2 Corinthians,2CO,13,3,"seeing that ye seek a proof of Christ that speaketh in me; who to you-ward is not weak, but is powerful in you:"
eng,ASV,2 Corinthians,2CO,13,4,"for he was crucified through weakness, yet he liveth through the power of God. For we also are weak in him, but we shall live with him through the power of God toward you."
eng,ASV,2 Corinthians,2CO,13,5,"Try your own selves, whether ye are in the faith; prove your own selves. Or know ye not as to your own selves, that Jesus Christ is in you? unless indeed ye be reprobate."
eng,ASV,2 Corinthians,2CO,13,6,But I hope that ye shall know that we are not reprobate.
eng,ASV,2 Corinthians,2CO,13,7,"Now we pray to God that ye do no evil; not that we may appear approved, but that ye may do that which is honorable, though we be as reprobate."
eng,ASV,2 Corinthians,2CO,13,8,"For we can do nothing against the truth, but for the truth."
eng,ASV,2 Corinthians,2CO,13,9,"For we rejoice, when we are weak, and ye are strong: this we also pray for, even your perfecting."
eng,ASV,2 Corinthians,2CO,13,10,"For this cause I write these things while absent, that I may not when present deal sharply, according to the authority which the Lord gave me for building up, and not for casting down. "
eng,ASV,2 Corinthians,2CO,13,11,"Finally, brethren, farewell. Be perfected; be comforted; be of the same mind; live in peace: and the God of love and peace shall be with you."
eng,ASV,2 Corinthians,2CO,13,12,Salute one another with a holy kiss. 
eng,ASV,2 Corinthians,2CO,13,13,All the saints salute you. 
eng,ASV,2 Corinthians,2CO,13,14,"The grace of the Lord Jesus Christ, and the love of God, and the communion of the Holy Spirit, be with you all."
